name,sex,age,height,weight,bmi,country,year,season,host country,sport,event,medal
Kaspar Taimsoo,M,29.0,194.0,95.0,25.24,Estonia,2016,Summer,Brazil,Rowing,Rowing Men's Quadruple Sculls,Bronze
Vitali Tajbert,M,22.0,166.0,57.0,20.69,Germany,2004,Summer,Greece,Boxing,Boxing Men's Featherweight,Bronze
Ayaka Takahashi,F,26.0,165.0,60.0,22.04,Japan,2016,Summer,Brazil,Badminton,Badminton Women's Doubles,Gold
Daisuke Takahashi,M,23.0,165.0,59.0,21.67,Japan,2010,Winter,Canada,Figure Skating,Figure Skating Men's Singles,Bronze
Yoshinobu Takahashi,M,29.0,180.0,87.0,26.85,Japan,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Bronze
Shinji Takahira,M,24.0,180.0,62.0,19.14,Japan,2008,Summer,China,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Megumi Takase,F,21.0,164.0,63.0,23.42,Japan,2012,Summer,United Kingdom,Football,Football Women's Football,Silver
Naohisa Takato,M,23.0,160.0,60.0,23.44,Japan,2016,Summer,Brazil,Judo,Judo Men's Extra-Lightweight,Bronze
Juri Takayama,F,27.0,162.0,85.0,32.39,Japan,2004,Summer,Greece,Softball,Softball Women's Softball,Bronze
Miho Takeda,F,27.0,165.0,54.0,19.83,Japan,2004,Summer,Greece,Synchronized Swimming,Synchronized Swimming Women's Duet,Silver
Miho Takeda,F,27.0,165.0,54.0,19.83,Japan,2004,Summer,Greece,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Yoshie Takeshita (-Egusa),F,34.0,159.0,53.0,20.96,Japan,2012,Summer,United Kingdom,Volleyball,Volleyball Women's Volleyball,Bronze
Taku Takeuchi,M,26.0,175.0,61.0,19.92,Japan,2014,Winter,Russia,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Bronze
Tomoka Takeuchi,F,30.0,165.0,61.0,22.41,Japan,2014,Winter,Russia,Snowboarding,Snowboarding Women's Parallel Giant Slalom,Silver
Lasha Talakhadze,M,22.0,197.0,160.0,41.23,Georgia,2016,Summer,Brazil,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Kitione Taliga,M,23.0,186.0,87.0,25.15,Fiji,2016,Summer,Brazil,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold
Jared Tallent,M,23.0,178.0,58.0,18.31,Australia,2008,Summer,China,Athletics,Athletics Men's 20 kilometres Walk,Bronze
Jared Tallent,M,23.0,178.0,58.0,18.31,Australia,2008,Summer,China,Athletics,Athletics Men's 50 kilometres Walk,Silver
Jared Tallent,M,27.0,178.0,58.0,18.31,Australia,2012,Summer,United Kingdom,Athletics,Athletics Men's 50 kilometres Walk,Silver
Jared Tallent,M,31.0,178.0,58.0,18.31,Australia,2016,Summer,Brazil,Athletics,Athletics Men's 50 kilometres Walk,Silver
Per Henrik Tallinder,M,35.0,193.0,98.0,26.31,Sweden,2014,Winter,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Jaakko Tapio Tallus,M,20.0,165.0,57.0,20.94,Finland,2002,Winter,United States,Nordic Combined,Nordic Combined Men's Team,Gold
Jaakko Tapio Tallus,M,20.0,165.0,57.0,20.94,Finland,2002,Winter,United States,Nordic Combined,Nordic Combined Men's Individual,Silver
Jaakko Tapio Tallus,M,24.0,165.0,57.0,20.94,Finland,2006,Winter,Italy,Nordic Combined,Nordic Combined Men's Team,Bronze
"Anamaria ""Ana"" Tmrjan",F,17.0,145.0,37.0,17.6,Romania,2008,Summer,China,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Angela Tama-Alupei,F,32.0,181.0,57.0,17.4,Romania,2004,Summer,Greece,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Lauren Tamayo (Franges-),F,28.0,175.0,65.0,21.22,United States of America,2012,Summer,United Kingdom,Cycling,Cycling Women's Team Pursuit,Silver
Dimosthenis Tambakos,M,27.0,163.0,59.0,22.21,Greece,2004,Summer,Greece,Gymnastics,Gymnastics Men's Rings,Gold
Brett Paul Tamburrino,M,22.0,178.0,88.0,27.77,Australia,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Silver
Lachlan Tame,M,27.0,176.0,80.0,25.83,Australia,2016,Summer,Brazil,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
Aleksander Tammert,M,31.0,196.0,120.0,31.24,Estonia,2004,Summer,Greece,Athletics,Athletics Men's Discus Throw,Bronze
Ryoko Tamura-Tani,F,28.0,146.0,48.0,22.52,Japan,2004,Summer,Greece,Judo,Judo Women's Extra-Lightweight,Gold
Ryoko Tamura-Tani,F,32.0,146.0,48.0,22.52,Japan,2008,Summer,China,Judo,Judo Women's Extra-Lightweight,Bronze
Tan Jiaxin,F,19.0,148.0,36.0,16.44,China,2016,Summer,Brazil,Gymnastics,Gymnastics Women's Team All-Around,Bronze
"Kai-Wen ""Kevin"" Tan",M,26.0,163.0,64.0,24.09,United States of America,2008,Summer,China,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Tan Miao,F,21.0,170.0,60.0,20.76,China,2008,Summer,China,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Tan Wee Kiong,M,27.0,177.0,77.0,24.58,Malaysia,2016,Summer,Brazil,Badminton,Badminton Men's Doubles,Silver
Tan Xue,F,20.0,176.0,77.0,24.86,China,2004,Summer,Greece,Fencing,"Fencing Women's Sabre, Individual",Silver
Tan Xue,F,24.0,176.0,77.0,24.86,China,2008,Summer,China,Fencing,"Fencing Women's Sabre, Team",Silver
Tan Ya-Ting,F,22.0,158.0,53.0,21.23,Taiwan,2016,Summer,Brazil,Archery,Archery Women's Team,Bronze
Tan Zongliang,M,36.0,179.0,86.0,26.84,China,2008,Summer,China,Shooting,"Shooting Men's Free Pistol, 50 metres",Silver
Chikara Tanabe,M,29.0,161.0,54.0,20.83,Japan,2004,Summer,Greece,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze
Asuna Tanaka,F,24.0,164.0,52.0,19.33,Japan,2012,Summer,United Kingdom,Football,Football Women's Football,Silver
Kazuhito Tanaka,M,27.0,166.0,73.77,26.77,Japan,2012,Summer,United Kingdom,Gymnastics,Gymnastics Men's Team All-Around,Silver
Yusuke Tanaka,M,22.0,166.0,58.0,21.05,Japan,2012,Summer,United Kingdom,Gymnastics,Gymnastics Men's Team All-Around,Silver
Yusuke Tanaka,M,26.0,166.0,58.0,21.05,Japan,2016,Summer,Brazil,Gymnastics,Gymnastics Men's Team All-Around,Gold
Sopita Tanasan,F,21.0,154.0,48.0,20.24,Thailand,2016,Summer,Brazil,Weightlifting,Weightlifting Women's Flyweight,Gold
Akzhurek Dostykovich Tanatarov,M,25.0,170.0,66.0,22.84,Kazakhstan,2012,Summer,United Kingdom,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
Galina Tancheva,F,17.0,175.0,51.0,16.65,Bulgaria,2004,Summer,Greece,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
Vladislava Tancheva,F,17.0,177.0,52.0,16.6,Bulgaria,2004,Summer,Greece,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
Melissa Palma Julie Tancredi,F,30.0,177.0,73.0,23.3,Canada,2012,Summer,United Kingdom,Football,Football Women's Football,Bronze
Melissa Palma Julie Tancredi,F,34.0,177.0,73.0,23.3,Canada,2016,Summer,Brazil,Football,Football Women's Football,Bronze
Tandara Caixeta,F,23.0,184.0,87.0,25.7,Brazil,2012,Summer,United Kingdom,Volleyball,Volleyball Women's Volleyball,Gold
Tang Bin,F,22.0,182.0,72.0,21.74,China,2008,Summer,China,Rowing,Rowing Women's Quadruple Sculls,Gold
Tang Chunling,F,32.0,166.0,58.0,21.05,China,2008,Summer,China,Hockey,Hockey Women's Hockey,Silver
Tang Gonghong,F,25.0,172.0,120.0,40.56,China,2004,Summer,Greece,Weightlifting,Weightlifting Women's Super-Heavyweight,Gold
Tang Jingzhi,F,21.0,176.0,68.0,21.95,China,2008,Summer,China,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Tang Mengni,F,22.0,169.0,59.0,20.66,China,2016,Summer,Brazil,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Tang Yi,F,19.0,178.0,70.0,22.09,China,2012,Summer,United Kingdom,Swimming,Swimming Women's 100 metres Freestyle,Bronze
Helen Lesley Tanger,F,25.0,186.0,70.0,20.23,Netherlands,2004,Summer,Greece,Rowing,Rowing Women's Coxed Eights,Bronze
Helen Lesley Tanger,F,29.0,186.0,70.0,20.23,Netherlands,2008,Summer,China,Rowing,Rowing Women's Coxed Eights,Silver
Abdullo Tovashevich Tangriyev,M,27.0,190.0,132.0,36.57,Uzbekistan,2008,Summer,China,Judo,Judo Men's Heavyweight,Silver
Yoshitomo Tani,M,31.0,172.0,77.0,26.03,Japan,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Bronze
"Tnia Maria ""Tnia Maranho"" Pereira Ribeiro",F,29.0,166.0,55.0,19.96,Brazil,2004,Summer,Greece,Football,Football Women's Football,Silver
"Tnia Maria ""Tnia Maranho"" Pereira Ribeiro",F,33.0,166.0,55.0,19.96,Brazil,2008,Summer,China,Football,Football Women's Football,Silver
Ayumi Tanimoto,F,23.0,158.0,63.0,25.24,Japan,2004,Summer,Greece,Judo,Judo Women's Half-Middleweight,Gold
Ayumi Tanimoto,F,27.0,158.0,63.0,25.24,Japan,2008,Summer,China,Judo,Judo Women's Half-Middleweight,Gold
Azize Tanrkulu,F,22.0,172.0,57.0,19.27,Turkey,2008,Summer,China,Taekwondo,Taekwondo Women's Featherweight,Silver
Bahri Tanrkulu,M,24.0,185.0,83.0,24.25,Turkey,2004,Summer,Greece,Taekwondo,Taekwondo Men's Welterweight,Silver
Paul Kipngetich Tanui,M,25.0,168.0,47.0,16.65,Kenya,2016,Summer,Brazil,Athletics,"Athletics Men's 10,000 metres",Silver
Khasanbi Urusbiyevich Taov,M,26.0,185.0,80.0,23.37,Russia,2004,Summer,Greece,Judo,Judo Men's Middleweight,Bronze
Patricia Anahi Tarabini,F,36.0,169.0,60.0,21.01,Argentina,2004,Summer,Greece,Tennis,Tennis Women's Doubles,Bronze
Ruslana Oleksivna Taran,F,33.0,164.0,54.0,20.08,Ukraine,2004,Summer,Greece,Sailing,Sailing Women's Three Person Keelboat,Silver
Luigi Tarantino,M,31.0,188.0,95.0,26.88,Italy,2004,Summer,Greece,Fencing,"Fencing Men's Sabre, Team",Silver
Luigi Tarantino,M,35.0,188.0,95.0,26.88,Italy,2008,Summer,China,Fencing,"Fencing Men's Sabre, Team",Bronze
Luigi Tarantino,M,39.0,188.0,95.0,26.88,Italy,2012,Summer,United Kingdom,Fencing,"Fencing Men's Sabre, Team",Bronze
Kateryna Mykolavna Tarasenko,F,24.0,184.0,74.0,21.86,Ukraine,2012,Summer,United Kingdom,Rowing,Rowing Women's Quadruple Sculls,Gold
"Matthew Stephen C. ""Matt"" Targett",M,22.0,198.0,90.0,22.96,Australia,2008,Summer,China,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
"Matthew Stephen C. ""Matt"" Targett",M,22.0,198.0,90.0,22.96,Australia,2008,Summer,China,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
"Matthew Stephen C. ""Matt"" Targett",M,26.0,198.0,90.0,22.96,Australia,2012,Summer,United Kingdom,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
Ionela Trlea-Manolache,F,28.0,169.0,57.0,19.96,Romania,2004,Summer,Greece,Athletics,Athletics Women's 400 metres Hurdles,Silver
Jeneba Sylvia Tarmoh,F,22.0,165.0,59.0,21.67,United States of America,2012,Summer,United Kingdom,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Lindsay Ann Tarpley (-Snow),F,20.0,165.0,58.0,21.3,United States of America,2004,Summer,Greece,Football,Football Women's Football,Gold
Lindsay Ann Tarpley (-Snow),F,24.0,165.0,58.0,21.3,United States of America,2008,Summer,China,Football,Football Women's Football,Gold
Juraj Tarr,M,29.0,190.0,88.0,24.38,Slovakia,2008,Summer,China,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Juraj Tarr,M,37.0,190.0,88.0,24.38,Slovakia,2016,Summer,Brazil,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
Roser Tarrag Aymerich,F,19.0,171.0,62.0,21.2,Spain,2012,Summer,United Kingdom,Water Polo,Water Polo Women's Water Polo,Silver
Davis Edward Tarwater,M,28.0,185.0,85.0,24.84,United States of America,2012,Summer,United Kingdom,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Sideris Tasiadis,M,22.0,179.0,79.0,24.66,Germany,2012,Summer,United Kingdom,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Silver
Elmurat Zulypkarovich Tasmuradov,M,24.0,160.0,59.0,23.05,Uzbekistan,2016,Summer,Brazil,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
Nur Tatar,F,19.0,173.0,67.0,22.39,Turkey,2012,Summer,United Kingdom,Taekwondo,Taekwondo Women's Welterweight,Silver
Nur Tatar,F,23.0,173.0,67.0,22.39,Turkey,2016,Summer,Brazil,Taekwondo,Taekwondo Women's Welterweight,Bronze
Anastasiya Alekseyevna Tatareva,F,19.0,165.0,44.0,16.16,Russia,2016,Summer,Brazil,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Ryo Tateishi,M,23.0,182.0,70.0,21.13,Japan,2012,Summer,United Kingdom,Swimming,Swimming Men's 200 metres Breaststroke,Bronze
Juri Tatsumi,F,24.0,160.0,52.0,20.31,Japan,2004,Summer,Greece,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
"Antonio ""Toni"" Tauler Lluls",M,34.0,185.0,78.0,22.79,Spain,2008,Summer,China,Cycling,Cycling Men's Madison,Silver
Diana Lurena Taurasi,F,22.0,183.0,70.0,20.9,United States of America,2004,Summer,Greece,Basketball,Basketball Women's Basketball,Gold
Diana Lurena Taurasi,F,26.0,183.0,70.0,20.9,United States of America,2008,Summer,China,Basketball,Basketball Women's Basketball,Gold
Diana Lurena Taurasi,F,30.0,183.0,70.0,20.9,United States of America,2012,Summer,United Kingdom,Basketball,Basketball Women's Basketball,Gold
Diana Lurena Taurasi,F,34.0,183.0,70.0,20.9,United States of America,2016,Summer,Brazil,Basketball,Basketball Women's Basketball,Gold
John Tavares,M,23.0,183.0,90.0,26.87,Canada,2014,Winter,Russia,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Nurcan Taylan,F,20.0,151.0,48.0,21.05,Turkey,2004,Summer,Greece,Weightlifting,Weightlifting Women's Flyweight,Gold
"Angelo F. Taylor, Jr.",M,29.0,188.0,84.0,23.77,United States of America,2008,Summer,China,Athletics,Athletics Men's 400 metres Hurdles,Gold
"Angelo F. Taylor, Jr.",M,29.0,188.0,84.0,23.77,United States of America,2008,Summer,China,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Angelo F. Taylor, Jr.",M,33.0,188.0,84.0,23.77,United States of America,2012,Summer,United Kingdom,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Christian Taylor,M,22.0,188.0,81.0,22.92,United States of America,2012,Summer,United Kingdom,Athletics,Athletics Men's Triple Jump,Gold
Christian Taylor,M,26.0,188.0,81.0,22.92,United States of America,2016,Summer,Brazil,Athletics,Athletics Men's Triple Jump,Gold
"Kathleen ""Katie"" Taylor",F,26.0,165.0,60.0,22.04,Ireland,2012,Summer,United Kingdom,Boxing,Boxing Women's Lightweight,Gold
Leon Roy Taylor,M,26.0,178.0,74.0,23.36,United Kingdom,2004,Summer,Greece,Diving,Diving Men's Synchronized Platform,Silver
"Penelope Jane ""Penny"" Taylor (-Gil-)",F,23.0,185.0,72.0,21.04,Australia,2004,Summer,Greece,Basketball,Basketball Women's Basketball,Silver
"Penelope Jane ""Penny"" Taylor (-Gil-)",F,27.0,185.0,72.0,21.04,Australia,2008,Summer,China,Basketball,Basketball Women's Basketball,Silver
Peter Taylor,M,28.0,189.0,70.0,19.6,New Zealand,2012,Summer,United Kingdom,Rowing,Rowing Men's Lightweight Double Sculls,Bronze
Artur Borisovich Taymazov,M,25.0,190.0,120.0,33.24,Uzbekistan,2004,Summer,Greece,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Artur Borisovich Taymazov,M,29.0,190.0,120.0,33.24,Uzbekistan,2008,Summer,China,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Artur Borisovich Taymazov,M,33.0,190.0,120.0,33.24,Uzbekistan,2012,Summer,United Kingdom,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Servet Tazegl,M,19.0,180.0,68.0,20.99,Turkey,2008,Summer,China,Taekwondo,Taekwondo Men's Featherweight,Bronze
Servet Tazegl,M,23.0,180.0,68.0,20.99,Turkey,2012,Summer,United Kingdom,Taekwondo,Taekwondo Men's Featherweight,Gold
Audrey Tcheumo,F,22.0,177.0,78.0,24.9,France,2012,Summer,United Kingdom,Judo,Judo Women's Half-Heavyweight,Bronze
Audrey Tcheumo,F,26.0,177.0,78.0,24.9,France,2016,Summer,Brazil,Judo,Judo Women's Half-Heavyweight,Silver
Terina Lily Te Tamaki,F,19.0,165.0,67.0,24.61,New Zealand,2016,Summer,Brazil,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
Taylor Hill Teagarden,M,24.0,187.0,90.0,25.74,United States of America,2008,Summer,China,Baseball,Baseball Men's Baseball,Bronze
Laura Teani,F,25.0,175.0,75.0,24.49,Italy,2016,Summer,Brazil,Water Polo,Water Polo Women's Water Polo,Silver
Irina Viktorovna Tebenikhina,F,25.0,189.0,76.0,21.28,Russia,2004,Summer,Greece,Volleyball,Volleyball Women's Volleyball,Silver
Horia Tecu,M,31.0,192.0,90.0,24.41,Romania,2016,Summer,Brazil,Tennis,Tennis Men's Doubles,Silver
Elbrus Soslanovych Tedieiev,M,29.0,167.0,66.0,23.67,Ukraine,2004,Summer,Greece,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
Axel Teichmann,M,30.0,186.0,80.0,23.12,Germany,2010,Winter,Canada,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver
Axel Teichmann,M,30.0,186.0,80.0,23.12,Germany,2010,Winter,Canada,Cross Country Skiing,Cross Country Skiing Men's Team Sprint,Silver
Tetiana Heorhivna Teklian-Semykina (-Yatsenkian-),F,30.0,163.0,60.0,22.58,Ukraine,2004,Summer,Greece,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Dulce Mara Tllez Palacio,F,20.0,179.0,74.0,23.1,Cuba,2004,Summer,Greece,Volleyball,Volleyball Women's Volleyball,Bronze
Karl Mikael Tellqvist,M,26.0,182.0,84.0,25.36,Sweden,2006,Winter,Italy,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Stefano Tempesti,M,33.0,205.0,100.0,23.8,Italy,2012,Summer,United Kingdom,Water Polo,Water Polo Men's Water Polo,Silver
Stefano Tempesti,M,37.0,205.0,100.0,23.8,Italy,2016,Summer,Brazil,Water Polo,Water Polo Men's Water Polo,Bronze
Denis Yuryevich Ten,M,20.0,164.0,55.0,20.45,Kazakhstan,2014,Winter,Russia,Figure Skating,Figure Skating Men's Singles,Bronze
Teng Haibin,M,19.0,156.0,48.0,19.72,China,2004,Summer,Greece,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Nurbakyt Moldakhmetuly Tengizbayev,M,25.0,168.0,60.0,21.26,Kazakhstan,2008,Summer,China,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Bronze
Milo Teodosi,M,29.0,195.0,90.0,23.67,Serbia,2016,Summer,Brazil,Basketball,Basketball Men's Basketball,Silver
Jorien ter Mors,F,24.0,182.0,73.0,22.04,Netherlands,2014,Winter,Russia,Speed Skating,"Speed Skating Women's 1,500 metres",Gold
Jorien ter Mors,F,24.0,182.0,73.0,22.04,Netherlands,2014,Winter,Russia,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Gold
Aya Terakawa,F,27.0,173.0,60.0,20.05,Japan,2012,Summer,United Kingdom,Swimming,Swimming Women's 100 metres Backstroke,Bronze
Aya Terakawa,F,27.0,173.0,60.0,20.05,Japan,2012,Summer,United Kingdom,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Viktoriya Anatolivna Tereshchuk,F,26.0,175.0,60.0,19.59,Ukraine,2008,Summer,China,Modern Pentathlon,Modern Pentathlon Women's Individual,Bronze
Tetiana Viktorivna Tereshchuk-Antypova,F,34.0,185.0,63.0,18.41,Ukraine,2004,Summer,Greece,Athletics,Athletics Women's 400 metres Hurdles,Bronze
Anthony Joseph Terras,M,23.0,170.0,69.0,23.88,France,2008,Summer,China,Shooting,Shooting Men's Skeet,Bronze
Kiril Stoychev Terziev,M,24.0,177.0,74.0,23.62,Bulgaria,2008,Summer,China,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
Jana Teschke,F,25.0,168.0,56.0,19.84,Germany,2016,Summer,Brazil,Hockey,Hockey Women's Hockey,Bronze
Luca Tesconi,M,30.0,177.0,73.0,23.3,Italy,2012,Summer,United Kingdom,Shooting,"Shooting Men's Air Pistol, 10 metres",Silver
Hannah Lee Teter,F,19.0,170.0,60.0,20.76,United States of America,2006,Winter,Italy,Snowboarding,Snowboarding Women's Halfpipe,Gold
Hannah Lee Teter,F,23.0,170.0,60.0,20.76,United States of America,2010,Winter,Canada,Snowboarding,Snowboarding Women's Halfpipe,Silver
Sergey Yuryevich Tetyukhin,M,28.0,197.0,89.0,22.93,Russia,2004,Summer,Greece,Volleyball,Volleyball Men's Volleyball,Bronze
Sergey Yuryevich Tetyukhin,M,32.0,197.0,89.0,22.93,Russia,2008,Summer,China,Volleyball,Volleyball Men's Volleyball,Bronze
Sergey Yuryevich Tetyukhin,M,36.0,197.0,89.0,22.93,Russia,2012,Summer,United Kingdom,Volleyball,Volleyball Men's Volleyball,Gold
Jean Georges Marie Teulre,M,50.0,169.0,65.0,22.76,France,2004,Summer,Greece,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Carlos Alberto Tvez (Martnez-),M,20.0,169.0,77.0,26.96,Argentina,2004,Summer,Greece,Football,Football Men's Football,Gold
Thasa Daher de Menezes,F,21.0,196.0,75.0,19.52,Brazil,2008,Summer,China,Volleyball,Volleyball Women's Volleyball,Gold
Thasa Daher de Menezes,F,25.0,196.0,75.0,19.52,Brazil,2012,Summer,United Kingdom,Volleyball,Volleyball Women's Volleyball,Gold
Sandra Thalmann,F,21.0,163.0,68.0,25.59,Switzerland,2014,Winter,Russia,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
Karen Thatcher,F,25.0,174.0,71.0,23.45,United States of America,2010,Winter,Canada,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
Brianne Theisen-Eaton,F,27.0,175.0,64.0,20.9,Canada,2016,Summer,Brazil,Athletics,Athletics Women's Heptathlon,Bronze
Thiago Maia Alencar,M,19.0,178.0,64.0,20.2,Brazil,2016,Summer,Brazil,Football,Football Men's Football,Gold
"Nafissatou ""Nafi"" Thiam",F,21.0,184.0,69.0,20.38,Belgium,2016,Summer,Brazil,Athletics,Athletics Women's Heptathlon,Gold
Annekatrin Thiele,F,23.0,173.0,68.0,22.72,Germany,2008,Summer,China,Rowing,Rowing Women's Double Sculls,Silver
Annekatrin Thiele,F,27.0,173.0,68.0,22.72,Germany,2012,Summer,United Kingdom,Rowing,Rowing Women's Quadruple Sculls,Silver
Annekatrin Thiele,F,31.0,173.0,68.0,22.72,Germany,2016,Summer,Brazil,Rowing,Rowing Women's Quadruple Sculls,Gold
Kerstin Thiele,F,25.0,168.0,70.0,24.8,Germany,2012,Summer,United Kingdom,Judo,Judo Women's Middleweight,Silver
"Nicholas Brewer ""Nick"" Thoman",M,26.0,185.0,84.0,24.54,United States of America,2012,Summer,United Kingdom,Swimming,Swimming Men's 100 metres Backstroke,Silver
"Nicholas Brewer ""Nick"" Thoman",M,26.0,185.0,84.0,24.54,United States of America,2012,Summer,United Kingdom,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Geraint Howell Thomas,M,22.0,183.0,70.0,20.9,United Kingdom,2008,Summer,China,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Geraint Howell Thomas,M,26.0,183.0,70.0,20.9,United Kingdom,2012,Summer,United Kingdom,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Jrme Cdric Thomas,M,25.0,168.0,51.0,18.07,France,2004,Summer,Greece,Boxing,Boxing Men's Flyweight,Silver
"Jarret John ""JJ"" Thomas",M,20.0,180.0,70.0,21.6,United States of America,2002,Winter,United States,Snowboarding,Snowboarding Men's Halfpipe,Bronze
Kristian James Thomas,M,23.0,180.0,79.0,24.38,United Kingdom,2012,Summer,United Kingdom,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Petria Ann Thomas (-Jones),F,28.0,173.0,64.0,21.38,Australia,2004,Summer,Greece,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Petria Ann Thomas (-Jones),F,28.0,173.0,64.0,21.38,Australia,2004,Summer,Greece,Swimming,Swimming Women's 100 metres Butterfly,Gold
Petria Ann Thomas (-Jones),F,28.0,173.0,64.0,21.38,Australia,2004,Summer,Greece,Swimming,Swimming Women's 200 metres Butterfly,Silver
Petria Ann Thomas (-Jones),F,28.0,173.0,64.0,21.38,Australia,2004,Summer,Greece,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Sarah Thomas,F,31.0,163.0,59.0,22.21,United Kingdom,2012,Summer,United Kingdom,Hockey,Hockey Women's Hockey,Bronze
"Timothy ""Tim"" Thomas, Jr.",M,35.0,180.0,91.0,28.09,United States of America,2010,Winter,Canada,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
Courtney Lynn Thompson,F,27.0,170.0,66.0,22.84,United States of America,2012,Summer,United Kingdom,Volleyball,Volleyball Women's Volleyball,Silver
Courtney Lynn Thompson,F,31.0,170.0,66.0,22.84,United States of America,2016,Summer,Brazil,Volleyball,Volleyball Women's Volleyball,Bronze
Elaine Thompson,F,24.0,167.0,57.0,20.44,Jamaica,2016,Summer,Brazil,Athletics,Athletics Women's 100 metres,Gold
Elaine Thompson,F,24.0,167.0,57.0,20.44,Jamaica,2016,Summer,Brazil,Athletics,Athletics Women's 200 metres,Gold
Elaine Thompson,F,24.0,167.0,57.0,20.44,Jamaica,2016,Summer,Brazil,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
Hanna M. Thompson,F,24.0,175.0,66.0,21.55,United States of America,2008,Summer,China,Fencing,"Fencing Women's Foil, Team",Silver
James Thompson,M,25.0,182.0,70.0,21.13,South Africa,2012,Summer,United Kingdom,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,31.0,177.0,69.0,22.02,United States of America,2004,Summer,Greece,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,31.0,177.0,69.0,22.02,United States of America,2004,Summer,Greece,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
Klay Alexander Thompson,M,26.0,200.0,97.0,24.25,United States of America,2016,Summer,Brazil,Basketball,Basketball Men's Basketball,Gold
Marielle Thompson,F,21.0,178.0,70.0,22.09,Canada,2014,Winter,Russia,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Gold
Richard Graeme Thompson,M,20.0,184.0,80.0,23.63,Australia,2004,Summer,Greece,Baseball,Baseball Men's Baseball,Silver
